brand,name,type,afterUse,product_t,notable_e,skintype,Sensitive,Combination,Oily,Dry,Normal
Mad Hippie,Antioxidant Facial Oil,Oil,Brightening,,,,,,,,
beauty drops,Lactic Acid 10% + HA,Exfoliator,"Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema",,,,,,,,
iUNIK,Centella Mild Cleansing Foam,Face Cleanser,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Nooni,Smooth Silicone Face Mask Brush,Tool,,,,,,,,,
Nail-Aid,Steel 5-in-1 Instant Hardener,Nail Care,Brightening,,,,,,,,
No7,Advanced Ingredients Squalane Facial Capsules,Facial Treatment,,,,,,,,,
Womaness,Overnight Magic Nighttime Repair Cream,Night Moisturizer,"Reduces Irritation,Anti-Aging,Dark Spots,Brightening,Acne Trigger",,,,,,,,
E NATURE,Birch Juice Hydro Sleeping Pack,Overnight Mask,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Brightening,Acne Trigger",,,,,,,,
Sallve,Protetor Solar FPS 60,Sunscreen,"Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea,Eczema",,,,,,,,
Revolution Beauty,Pro Miracle Eye Cream,Facial Treatment,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Monday Muse Skincare,The Juice-Daily Serum,Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Dr. Barbara Sturm,Clarifying Spot Treatment - Untinted,Facial Treatment,"Good For Oily Skin,Reduces Irritation",,,,,,,,
maru.derm,Face Cleaning Gel for Sensitive Skin,Face Cleanser,Reduces Irritation,,,,,,,,
Victoria Beauty,Age Pro Vitamin C Night Face Cream,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Minimalist,Alpha Lipoic + Glycolic 07% Cleanser,Face Cleanser,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Dr. Jart+,Every Sun Day Waterproof Sun Milk SPF 50 PA ++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Irritating",,,,,,,,
Beplain,BHA Peeling Ampoule,Serum,"Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
ishonest,331 Terminate Acne,Facial Treatment,,,,,,,,,
SLMD,Glycolic Acid Body Lotion,Makeup Remover,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Urban Decay,Naked Ultraviolet Eyeshadow Palette,Eye Makeup,Eczema,,,,,,,,
May Coop,"Raw Activator ""Antioxidant Serum""",Serum,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Rosacea",,,,,,,,
Juice Beauty,Signal Peptides Firming Serum,Serum,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
ishonest,312 Prevent Acne,Facial Treatment,,,,,,,,,
Elizavecca,Hell-Pore Galactomyces Pure Ample,Serum,"Hydrating,Redness Reducing,Anti-Aging",,,,,,,,
Ultrasun,Family SPF30 ,Sunscreen,"Brightening,Rosacea,Eczema",,,,,,,,
Pacifica,Rose Jelly Beauty Sleep Undereye Gel,Eye Moisturizer,Reduces Irritation,,,,,,,,
REVOX B77,JUST Lactic Acid + HA,Exfoliator,"Reduces Large Pores,Anti-Aging,Drying,Irritating,Rosacea,Eczema",,,,,,,,
PURITO,From Green Cleansing Oil,Face Cleanser,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
KNC Beauty,Supa Balm - Rose,Lip Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Vichy,Capital Soleil Solar Protective Water Hydrating SPF30,Sunscreen,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
I'm from,Silicone Brush,Tool,,,,,,,,,
The Ordinary,100% Organic Virgin Chia Seed Oil,Oil,,,,,,,,,
EX1 Cosmetics,Invisiwear Liquid Foundation (1.0),Face Makeup,"Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Cocokind,Tinted Lip Shield Glossy SPF 24,Lip Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
TONYMOLY,5-Layers Cotton Squares,Tool,,,,,,,,,
Rosen Skincare,Super Smoothie Cleanser,Face Cleanser,,,,,,,,,
Tweezerman,Reusable Makeup Remover Pads,Tool,,,,,,,,,
Good Molecules,Super Peptide Serum,Serum,,,,,,,,,
NATUREKIND,Pure Micellar Cleansing Water,Makeup Remover,Reduces Irritation,,,,,,,,
TIZO,2 Non-Tinted Facial Mineral Sunscreen SPF 40,Sunscreen,Brightening,,,,,,,,
No7,Early Defence Day Cream,Day Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Hero Cosmetics,Mighty Patch Nose ,Facial Treatment,,,,,,,,,
Herbivore,Blue Tansy Invisible Pores Resurfacing Clarity Mask,Wet Mask,Reduces Irritation,,,,,,,,
NYX Cosmetics,Control Freak Eyebrow Gel - Clear,Face Makeup,,,,,,,,,
ishonest,151 Repair Skin Barrier,General Moisturizer,,,,,,,,,
Dermaceutic Laboratoire,Foamer 15 Intense Exfoliating Foam,Exfoliator,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Josie Maran,Whipped Argan Pro-Retinol Body Butter,Night Moisturizer,"Hydrating,Reduces Irritation,Brightening",,,,,,,,
KORA Organics,Noni Radiant Eye Oil,Eye Moisturizer,"Hydrating,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
BCL,Saborino Otona Plus Night Charge Black Full Mask,Sheet Mask,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
L'Oreal,Glycolic Bright Instant Glowing Face Serum,Serum,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Make Up For Ever,"Artist Color Pencil Brow, Eye & Lip Liner - 100 Whatever Black",Face Makeup,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
The Pure Lotus,Jeju Lotus Leaf Essence Lotion,Essence,"Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
Cetaphil,Moisturizing Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,May Worsen Oily Skin",,,,,,,,
Neogen,Sur.Medic Super Ceramide 100 Renewal Cream,General Moisturizer,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
CeraVe,Skin Renewing Day Cream With Broad Spectrum SPF 30,Day Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Nu Skin,LumiSpa® IdealEyes®,Eye Moisturizer,"Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Acne Trigger",,,,,,,,
Estrid,Razor Blades,Tool,Brightening,,,,,,,,
Anskin,Original Vitamin-C Modeling Mask,Wet Mask,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
Peter Thomas Roth,Potent-C Targeted Spot Brightener,Facial Treatment,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Glossier,Ultralip - Fête,Lip Makeup,"Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Pyunkang Yul,Calming Sun Cream SPF 50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea",,,,,,,,
Bush Balm,Body Rock,Tool,,,,,,,,,
Maybelline,Lasting Fix Setting + Perfecting Loose Powder,Face Makeup,"Redness Reducing,Anti-Aging,Eczema",,,,,,,,
Earth Therapeutics,Foamy Foot Shampoo,Bath & Body,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Biore,Skin Aqua Tone Up UV Essence,Sunscreen,"Good For Oily Skin,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Rainbow Beauty,Firm Unisex Boob and Chest Mask,Bath & Body,"Hydrating,Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Garnier,Pinea-C Brightening Gel Washable Cleanser,Face Cleanser,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Rosacea,Eczema",,,,,,,,
Then I Met You,Living Cleansing Balm,Makeup Remover,"Brightening,May Worsen Oily Skin",,,,,,,,
Kinlò,UV Detection Body Stickers - Stay Golden,Tool,,,,,,,,,
Luxe Organix,Aqua lock Cream to Water ,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger",,,,,,,,
Numbuzin,No. 5 Daily Multi-Vitamin Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Rosacea,Eczema",,,,,,,,
Morphe,35C Everyday Chic Artistry Palette,Eye Makeup,,,,,,,,,
Mixsoon,Spot Clean Care Patch,Facial Treatment,,,,,,,,,
AOA Skin,Women's 5-Blade Razor ,Tool,,,,,,,,,
J.R. Watkins,Hand Soap - Lemon Zest,Hand Care,"Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
TONYMOLY,From Ganghwa Clear Mugwort First Essence,Essence,,,,,,,,,
The Saem,Derma Plan Soothing Barrier Ampoule,Serum,"Redness Reducing,Reduces Irritation,Scar Healing",,,,,,,,
Farmacy,Honeymoon Glow Body 12% AHA/BHA Resurfacing Serum,Bath & Body,"Good For Oily Skin,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Obagi,Professional-C® Suncare Broad Spectrum SPF30 Sunscreen,Sunscreen,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,Rosacea,Eczema",,,,,,,,
Dr. Squatch,Summer Citrus Shampoo,Shampoo,"Reduces Irritation,Scar Healing,Brightening",,,,,,,,
Olay,Mist Ultimate Hydration Essence Calming With Aloe Leaf & Chamomile,Essence,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
Haruharu Wonder,Black Rice Moisture Deep Cleansing Oil Makeup Remover,Makeup Remover,"Reduces Large Pores,Drying,Acne Trigger,Irritating",,,,,,,,
100% Pure,Burdock and Neem Healthy Scalp Shampoo ,Shampoo,"Good For Oily Skin,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
ishonest,221 Fine Lines & Wrinkles,Facial Treatment,,,,,,,,,
The Original Makeup Eraser,Toner Puff ,Tool,,,,,,,,,
ishonest,181 Post-Sun Exposure,Facial Treatment,,,,,,,,,
Tarte,Tapered Powder Brush,Makeup Applicator,,,,,,,,,
Neogen,Real Cica Micellar Cleansing Oil,Face Cleanser,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Isntree,Comfortable Magnesium Toner,Toner,,,,,,,,,
Tatcha,The Rice Polish Foaming Enzyme Powder,Exfoliator,"Anti-Aging,Scar Healing,Brightening,Irritating,Rosacea",,,,,,,,
Monroe Skincare,Moisturiser SPF 20,General Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Nivea,Aloe Vera + Vitamin E Caring Lip Scrub,Lip Mask,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
Cream Co.,SPF 50+ Broad Spectrum Color Corrector Sunscreen,Sunscreen,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Acne Trigger,Irritating",,,,,,,,
Urban Decay,24/7 Eyeshadow - Set List,Eye Makeup,Eczema,,,,,,,,
ishonest,153 Repair Skin Barrier,General Moisturizer,,,,,,,,,
Mount Lai,De-Puffing Jade Facial Roller,Tool,,,,,,,,,
DR's Secret,Toner T2,Toner,"Hydrating,Reduces Irritation,Eczema",,,,,,,,
Kosas,Air Brow Tinted Volumizing Eyebrow Gel,Eye Makeup,"Hydrating,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
Province Apothecary,Clear Skin Advanced Face Serum,Serum,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Abib,Mild Acidic pH Sheet Mask Heartleaf Fit,Sheet Mask,"Redness Reducing,Reduces Irritation,Scar Healing",,,,,,,,
Coxir,Intensive EGF Peptide Toner,Toner,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening,Rosacea",,,,,,,,
Bring Green,Teatree Cica Soothing Cream,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening",,,,,,,,
ishonest,213 Repair Elasticity Damage,Facial Treatment,,,,,,,,,
Cell:Monde,Nucleic Acid Water Bomb Aqua Sun Gel SPF 50+ PA++++,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Anti-Aging,Acne Fighting,Brightening,Rosacea,Eczema",,,,,,,,
Leven Rose,Rosehip Oil,Oil,,,,,,,,,
Skin Script,Vitamin C / Green Tea Serum,Serum,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating,Rosacea",,,,,,,,
ISOI,CICAGO Cica SOS Mask,Sheet Mask,"Redness Reducing,Reduces Irritation,Scar Healing",,,,,,,,
Dermatica,Custom Formula (Tretinoin 0.025% & Azelaic Acid 8%),Facial Treatment,"Redness Reducing,Anti-Aging,Dark Spots,Brightening,Irritating",,,,,,,,
Mount Lai,Gua Sha Facial Lifting Tool - Jade,Tool,,,,,,,,,
Mount Lai,Gua Sha Facial Lifting Tool - Amethyst,Tool,,,,,,,,,
ishonest,354 Pores,Facial Treatment,,,,,,,,,
ishonest,372 Blackheads,Facial Treatment,,,,,,,,,
AOA Skin,A+ Gel Lined Moisturizing Spa Glove - Pink,Tool,,,,,,,,,
Timeless Skin Care,Vitamin B5 Serum,Serum,"Good For Oily Skin,Skin Texture,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Skin Gym,Under Eye Reusable Patches,Tool,,,,,,,,,
ishonest,323 Cleanse Sebum,Facial Treatment,,,,,,,,,
Paula's Choice,CALM 1% BHA Sensitive Skin Exfoliant,Exfoliator,"Good For Oily Skin,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
Bio Essence,Bio-Bright Beauty Glow Airy Moist Cream ,General Moisturizer,"Good For Oily Skin,Redness Reducing,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
REFY,Brow Tint - Soft Brown,Eye Makeup,"Reduces Irritation,Rosacea",,,,,,,,
ishonest,202 Prevent Elasticity Damage,Facial Treatment,,,,,,,,,
Murad,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,Sunscreen,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Rosacea",,,,,,,,
Isntree,Micellar Melting Cleansing Oil,Makeup Remover,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
De La Cruz,Sulfur Ointment Acne Medication Maximum Strength ,Facial Treatment,,,,,,,,,
SLMD,Glycolic Acid Body Lotion,Bath & Body,"Good For Oily Skin,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Patrick Ta,Eye Shadow Brush,Makeup Applicator,,,,,,,,,
Dr. Brandt Skincare,Triple Active Retinol Gentle Overnight Renewal Cream,Overnight Mask,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Deborah Lippman,Soul Survivor Foot File,Tool,,,,,,,,,
ishonest,242 Stretch Marks,Facial Treatment,,,,,,,,,
Drunk Elephant,Scalp Massager,Tool,,,,,,,,,
Mount Lai,Gua Sha Facial Lifting Tool - Black Obsidian,Tool,,,,,,,,,
Province Apothecary,Moisturizing Oil Cleanser + Make Up Remover,Makeup Remover,"Hydrating,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Estate Cosmetics,Eye Shade,Eye Makeup,,,,,,,,,
Shiseido,ModernMatte Powder Lipstick,Lip Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Jouer Cosmetics,Essential High Coverage Liquid Concealer - Snow,Face Makeup,"Hydrating,Reduces Large Pores,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Tweezerman,Pedicure Stone,Tool,,,,,,,,,
Kitsch,Perfect Glide Safety Razor,Tool,,,,,,,,,
ishonest,332 Terminate Acne,Facial Treatment,,,,,,,,,
Province Apothecary,Rejuvenating + Hydrating Face Serum,Serum,"Hydrating,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
KORRES,Greek Yoghurt Probiotic SuperDose Face Mask,Wet Mask,"Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Bübchen,Ultra Sensitiv Pflege Creme,General Moisturizer,"Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
AOA Skin,Spot Correcting Serum,Serum,"Reduces Irritation,Eczema",,,,,,,,
Real Techniques ®,Under Eye Treatment Duo,Tool,,,,,,,,,
rhode,Peptide Glazing Fluid,Serum,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening",,,,,,,,
Cetaphil,Restoraderm Soothing Wash,Face Cleanser,"Good For Oily Skin,Redness Reducing,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
ISDIN,Flavo-C Ultraglican Ampoules,Serum,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Acne Trigger,Irritating",,,,,,,,
Urban Skin,Complexion Protection Moisturizer SPF 30,General Moisturizer,Brightening,,,,,,,,
Neutrogena,Advanced Acne Serum,Exfoliator,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Olay,Regenerist Whip Face Moisturizer Fragrance-Free,General Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Acne Fighting,Brightening,May Worsen Oily Skin,Acne Trigger",,,,,,,,
SRB,Stabilized Rice Bran Enzyme Powder Wash,Face Cleanser,"Hydrating,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Acne Trigger,Irritating",,,,,,,,
Elizavecca,Hell Pore Clean Up AHA Fruit Toner,Toner,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,Irritating,Rosacea,Eczema",,,,,,,,
Earth Therapeutics,Natural Sierra Pumice Stick,Tool,,,,,,,,,
Troxederm,UV Shield Sun Heat Protector,Sunscreen,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Irritating,Rosacea,Eczema",,,,,,,,
KVD Vegan Beauty,Epic Kiss Nourishing Vegan Butter Lipstick - Lolita,Lip Makeup,"Anti-Aging,Scar Healing,Brightening,Irritating,Eczema",,,,,,,,
Nail-Aid,3-in-1 Gel Base + Top Coat + Hardener,Nail Care,"Anti-Aging,Brightening",,,,,,,,
Dr. Squatch,Cool Fresh Aloe Shampoo,Shampoo,"Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating",,,,,,,,
Sioris,Deep In A Barrier Cream,Night Moisturizer,"Redness Reducing,Reduces Irritation,Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Acne Trigger,Irritating",,,,,,,,
MediCube,[Needle-free pore care] Age-R ATS Air Shot,Tool,,,,,,,,,
Beauty Bakerie,Flour Setting Powder,Face Makeup,,,,,,,,,
Soap & Glory,Puffy Eye Attack Turbo-Boost Hydragel,Eye Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
Dior,Addict Lip Glow Balm - 1947 Miss Dior,Lip Moisturizer,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
KimChi Chic Beauty,The Effin Primer - 01 Effin Smooth Matte,Face Makeup,,,,,,,,,
Honest Beauty,2-in-1 Extreme Length Mascara + Lash Primer,Eye Makeup,"Anti-Aging,Scar Healing,Brightening,May Worsen Oily Skin,Irritating",,,,,,,,
365 Everyday Value,Sweet Almond Oil,Other Haircare,"Anti-Aging,Scar Healing,Brightening,Irritating",,,,,,,,
Artist Couture,Prep & Glow Blurring Perfection Primer,Face Makeup,"Good For Oily Skin,Redness Reducing,Acne Fighting,Brightening,Eczema",,,,,,,,
Rodan + Fields,Soothe Sensitive Skin Treatment,Facial Treatment,"Hydrating,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Clinique,Turnaround Overnight Revitalizing Moisturizer,Night Moisturizer,"Good For Oily Skin,Redness Reducing,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Irritating,Eczema",,,,,,,,
Revolution Beauty,Blush & Lift Liquid Blush - Peaches,Cheek Makeup,,,,,,,,,
Dr.Ceuracle,Vita Propolis 33 Capsule Eye Cream,Eye Moisturizer,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Acne Trigger,Irritating,Eczema",,,,,,,,
Revolution Beauty,CBD Cleansing Oil,Makeup Remover,"Reduces Irritation,Brightening,Acne Trigger",,,,,,,,
Dyson,Corrale™ Hair Straightener,Tool,,,,,,,,,
Skin Functional,Exfoliating Glow Tonic,Toner,"Good For Oily Skin,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Neutralyze,Renewal Complex Acne Moisturizer,General Moisturizer,"Good For Oily Skin,Reduces Large Pores,Acne Fighting,Brightening,Drying,Irritating,Eczema",,,,,,,,
heimish,Matcha Biome Redness Relief Hydrating Toner ,Toner,"Hydrating,Reduces Irritation,Brightening",,,,,,,,
Rimmel London,ScandalEyes Retro Glam Waterproof Mascara,Eye Makeup,"Good For Oily Skin,Redness Reducing,Reduces Irritation,Skin Texture,Reduces Large Pores,Anti-Aging,Dark Spots,Scar Healing,Acne Fighting,Brightening,Drying,May Worsen Oily Skin,Acne Trigger,Irritating,Eczema",,,,,,,,
Essano,Wrinkle Rescue Natural Retinol,Serum,"Anti-Aging,Dark Spots,Scar Healing,Brightening,Irritating",,,,,,,,
Tree of Life,Hyaluronic Acid Serum with Vitamin C | Hydrate + Plump,Serum,"Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening",,,,,,,,
Isntree,Yam Root Vegan Milk Cream,General Moisturizer,"Redness Reducing,Reduces Irritation,Anti-Aging,May Worsen Oily Skin,Acne Trigger",,,,,,,,
Beauty of Joseon,Apricot Blossom Peeling Gel,Exfoliator,Hydrating,,,,,,,,
Acure,Seriously Soothing Cloud Cream,General Moisturizer,"Hydrating,Reduces Irritation,Reduces Large Pores,Anti-Aging,Scar Healing,Brightening,Drying,Irritating,Rosacea",,,,,,,,
Earth Therapeutics,Soft Stone Exfoliating Foot Sponge,Tool,,,,,,,,,
Clinique,Repairwear Anti-Gravity Eye Cream,Eye Moisturizer,"Hydrating,Redness Reducing,Skin Texture,Anti-Aging,Dark Spots,Brightening,May Worsen Oily Skin,Acne Trigger,Eczema",,,,,,,,
EYENLIP BEAUTY,Green Avocado Bubble Toks Cleanser,Face Cleanser,"Hydrating,Good For Oily Skin,Redness Reducing,Reduces Large Pores,Anti-Aging,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Garnier,Fructis 1 Minute Nourishing Hair Mask + Avocado Extract,Other Haircare,"Hydrating,Reduces Large Pores,Anti-Aging,Scar Healing,Acne Fighting,Brightening,Drying,Acne Trigger,Irritating,Eczema",,,,,,,,
Solved Skincare,Coconut Water Hibiscus + Rosehip ,Toner,Redness Reducing,,,,,,,,
